class,source_path,staged_path,mask_should_go_to
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner1363__jpg.rf.50f0efb20604aed7ad71e0d4281c0480.jpg,annotation_staging/leaf_miner/leaf-miner1363__jpg.rf.50f0efb20604aed7ad71e0d4281c0480.jpg,lesion_masks/leaf_miner/leaf-miner1363__jpg.rf.50f0efb20604aed7ad71e0d4281c0480.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner845__jpg.rf.9b52e33ec73667583e6098c2906676be.jpg,annotation_staging/leaf_miner/leaf-miner845__jpg.rf.9b52e33ec73667583e6098c2906676be.jpg,lesion_masks/leaf_miner/leaf-miner845__jpg.rf.9b52e33ec73667583e6098c2906676be.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner181__jpg.rf.09cbad2df8cf1c08bc0de46ccfe8f1f1.jpg,annotation_staging/leaf_miner/leaf-miner181__jpg.rf.09cbad2df8cf1c08bc0de46ccfe8f1f1.jpg,lesion_masks/leaf_miner/leaf-miner181__jpg.rf.09cbad2df8cf1c08bc0de46ccfe8f1f1.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner1309__jpg.rf.e7629b3bc2dd60ffba90cea54c9bc62c.jpg,annotation_staging/leaf_miner/leaf-miner1309__jpg.rf.e7629b3bc2dd60ffba90cea54c9bc62c.jpg,lesion_masks/leaf_miner/leaf-miner1309__jpg.rf.e7629b3bc2dd60ffba90cea54c9bc62c.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner735__jpg.rf.d52364a41a43474ccaad63a94d125456.jpg,annotation_staging/leaf_miner/leaf-miner735__jpg.rf.d52364a41a43474ccaad63a94d125456.jpg,lesion_masks/leaf_miner/leaf-miner735__jpg.rf.d52364a41a43474ccaad63a94d125456.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner539__jpg.rf.b7b7b87fb9bd73375f055bb71237ff11.jpg,annotation_staging/leaf_miner/leaf-miner539__jpg.rf.b7b7b87fb9bd73375f055bb71237ff11.jpg,lesion_masks/leaf_miner/leaf-miner539__jpg.rf.b7b7b87fb9bd73375f055bb71237ff11.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner113__jpg.rf.6c0394cb10f24649778ee133f3acb672.jpg,annotation_staging/leaf_miner/leaf-miner113__jpg.rf.6c0394cb10f24649778ee133f3acb672.jpg,lesion_masks/leaf_miner/leaf-miner113__jpg.rf.6c0394cb10f24649778ee133f3acb672.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner48__jpg.rf.a205071113bd6bb4867f9a3ed4495d05.jpg,annotation_staging/leaf_miner/leaf-miner48__jpg.rf.a205071113bd6bb4867f9a3ed4495d05.jpg,lesion_masks/leaf_miner/leaf-miner48__jpg.rf.a205071113bd6bb4867f9a3ed4495d05.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner709__jpg.rf.5459af1ed5be5bc05ad5d2d1d4fc0851.jpg,annotation_staging/leaf_miner/leaf-miner709__jpg.rf.5459af1ed5be5bc05ad5d2d1d4fc0851.jpg,lesion_masks/leaf_miner/leaf-miner709__jpg.rf.5459af1ed5be5bc05ad5d2d1d4fc0851.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner456__jpg.rf.e44e6f6db9af9909287ab8890cfb50b3.jpg,annotation_staging/leaf_miner/leaf-miner456__jpg.rf.e44e6f6db9af9909287ab8890cfb50b3.jpg,lesion_masks/leaf_miner/leaf-miner456__jpg.rf.e44e6f6db9af9909287ab8890cfb50b3.png
leaf_miner,cashew_leaf_dataset_raw/leaf_miner/leaf-miner747__jpg.rf.585ed6a7af04d7346bddbb152453405c.jpg,annotation_staging/leaf_miner/leaf-miner747__jpg.rf.585ed6a7af04d7346bddbb152453405c.jpg,lesion_masks/leaf_miner/leaf-miner747__jpg.rf.585ed6a7af04d7346bddbb152453405c.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust922__jpg.rf.444184adb4ff86cede91fc4cec7c92af.jpg,annotation_staging/red_rust/red-rust922__jpg.rf.444184adb4ff86cede91fc4cec7c92af.jpg,lesion_masks/red_rust/red-rust922__jpg.rf.444184adb4ff86cede91fc4cec7c92af.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust140__jpg.rf.e00c7c203389c6860cc6cea45db05f18.jpg,annotation_staging/red_rust/red-rust140__jpg.rf.e00c7c203389c6860cc6cea45db05f18.jpg,lesion_masks/red_rust/red-rust140__jpg.rf.e00c7c203389c6860cc6cea45db05f18.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust642__jpg.rf.6503b182fa5c27ea04491c1f5bb2534f.jpg,annotation_staging/red_rust/red-rust642__jpg.rf.6503b182fa5c27ea04491c1f5bb2534f.jpg,lesion_masks/red_rust/red-rust642__jpg.rf.6503b182fa5c27ea04491c1f5bb2534f.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust759__jpg.rf.3c85d039139cba28d00c10376888d6b9.jpg,annotation_staging/red_rust/red-rust759__jpg.rf.3c85d039139cba28d00c10376888d6b9.jpg,lesion_masks/red_rust/red-rust759__jpg.rf.3c85d039139cba28d00c10376888d6b9.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust388__jpg.rf.361d1130d2c84718a5981d2b62d3c0a9.jpg,annotation_staging/red_rust/red-rust388__jpg.rf.361d1130d2c84718a5981d2b62d3c0a9.jpg,lesion_masks/red_rust/red-rust388__jpg.rf.361d1130d2c84718a5981d2b62d3c0a9.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust158__jpg.rf.16ebb72a2da686de1f02f3b1100b0614.jpg,annotation_staging/red_rust/red-rust158__jpg.rf.16ebb72a2da686de1f02f3b1100b0614.jpg,lesion_masks/red_rust/red-rust158__jpg.rf.16ebb72a2da686de1f02f3b1100b0614.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust21__jpg.rf.319706b8d434eb9335f97514efdbfa45.jpg,annotation_staging/red_rust/red-rust21__jpg.rf.319706b8d434eb9335f97514efdbfa45.jpg,lesion_masks/red_rust/red-rust21__jpg.rf.319706b8d434eb9335f97514efdbfa45.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust814__jpg.rf.e22c5055963a6fb3eabfb579647b5858.jpg,annotation_staging/red_rust/red-rust814__jpg.rf.e22c5055963a6fb3eabfb579647b5858.jpg,lesion_masks/red_rust/red-rust814__jpg.rf.e22c5055963a6fb3eabfb579647b5858.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1317__jpg.rf.89aa1cea4753a716a1ccd059bf61188b.jpg,annotation_staging/red_rust/red-rust1317__jpg.rf.89aa1cea4753a716a1ccd059bf61188b.jpg,lesion_masks/red_rust/red-rust1317__jpg.rf.89aa1cea4753a716a1ccd059bf61188b.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust935__jpg.rf.25f416ad0e3fcec3eed967e36d5c2b10.jpg,annotation_staging/red_rust/red-rust935__jpg.rf.25f416ad0e3fcec3eed967e36d5c2b10.jpg,lesion_masks/red_rust/red-rust935__jpg.rf.25f416ad0e3fcec3eed967e36d5c2b10.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1626__jpg.rf.b838504c3338d2280f7a7eb054277834.jpg,annotation_staging/red_rust/red-rust1626__jpg.rf.b838504c3338d2280f7a7eb054277834.jpg,lesion_masks/red_rust/red-rust1626__jpg.rf.b838504c3338d2280f7a7eb054277834.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust691__jpg.rf.50538796e27c2ccbdb9fbda23c19eaa9.jpg,annotation_staging/red_rust/red-rust691__jpg.rf.50538796e27c2ccbdb9fbda23c19eaa9.jpg,lesion_masks/red_rust/red-rust691__jpg.rf.50538796e27c2ccbdb9fbda23c19eaa9.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1429__jpg.rf.06ff14386c5cf92f37f310ecc3c3c1ff.jpg,annotation_staging/red_rust/red-rust1429__jpg.rf.06ff14386c5cf92f37f310ecc3c3c1ff.jpg,lesion_masks/red_rust/red-rust1429__jpg.rf.06ff14386c5cf92f37f310ecc3c3c1ff.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust937__jpg.rf.c7d0770b1e6bc473e10c59b918004caf.jpg,annotation_staging/red_rust/red-rust937__jpg.rf.c7d0770b1e6bc473e10c59b918004caf.jpg,lesion_masks/red_rust/red-rust937__jpg.rf.c7d0770b1e6bc473e10c59b918004caf.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust446__jpg.rf.70292a3635a8af7552d24365690c99fc.jpg,annotation_staging/red_rust/red-rust446__jpg.rf.70292a3635a8af7552d24365690c99fc.jpg,lesion_masks/red_rust/red-rust446__jpg.rf.70292a3635a8af7552d24365690c99fc.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1282__jpg.rf.e50459a42615bdc3352281c724d01baa.jpg,annotation_staging/red_rust/red-rust1282__jpg.rf.e50459a42615bdc3352281c724d01baa.jpg,lesion_masks/red_rust/red-rust1282__jpg.rf.e50459a42615bdc3352281c724d01baa.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1323__jpg.rf.1f1bd9ed45d50fa9b0df1b1d18ff821f.jpg,annotation_staging/red_rust/red-rust1323__jpg.rf.1f1bd9ed45d50fa9b0df1b1d18ff821f.jpg,lesion_masks/red_rust/red-rust1323__jpg.rf.1f1bd9ed45d50fa9b0df1b1d18ff821f.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust476__jpg.rf.5817b3fa9e542836f6c1394f7fa31524.jpg,annotation_staging/red_rust/red-rust476__jpg.rf.5817b3fa9e542836f6c1394f7fa31524.jpg,lesion_masks/red_rust/red-rust476__jpg.rf.5817b3fa9e542836f6c1394f7fa31524.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust910__jpg.rf.bde8c99d3122c81a3b50c03a5428c206.jpg,annotation_staging/red_rust/red-rust910__jpg.rf.bde8c99d3122c81a3b50c03a5428c206.jpg,lesion_masks/red_rust/red-rust910__jpg.rf.bde8c99d3122c81a3b50c03a5428c206.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1380__jpg.rf.a884c3f3fe7601a45f570cbb7e2ccdd4.jpg,annotation_staging/red_rust/red-rust1380__jpg.rf.a884c3f3fe7601a45f570cbb7e2ccdd4.jpg,lesion_masks/red_rust/red-rust1380__jpg.rf.a884c3f3fe7601a45f570cbb7e2ccdd4.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust832__jpg.rf.3e0a67eb9f31c2bb1cfcb138cabf6873.jpg,annotation_staging/red_rust/red-rust832__jpg.rf.3e0a67eb9f31c2bb1cfcb138cabf6873.jpg,lesion_masks/red_rust/red-rust832__jpg.rf.3e0a67eb9f31c2bb1cfcb138cabf6873.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust570__jpg.rf.828384a7d1c77b6c14624c0b41b8203e.jpg,annotation_staging/red_rust/red-rust570__jpg.rf.828384a7d1c77b6c14624c0b41b8203e.jpg,lesion_masks/red_rust/red-rust570__jpg.rf.828384a7d1c77b6c14624c0b41b8203e.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1081__jpg.rf.4cc64a79e41d2186e2a780d02d1fa407.jpg,annotation_staging/red_rust/red-rust1081__jpg.rf.4cc64a79e41d2186e2a780d02d1fa407.jpg,lesion_masks/red_rust/red-rust1081__jpg.rf.4cc64a79e41d2186e2a780d02d1fa407.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust52__jpg.rf.5de622ade858572dd7277886b5e18dff.jpg,annotation_staging/red_rust/red-rust52__jpg.rf.5de622ade858572dd7277886b5e18dff.jpg,lesion_masks/red_rust/red-rust52__jpg.rf.5de622ade858572dd7277886b5e18dff.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust105__jpg.rf.24ca9e31a1352041187294c35db37ade.jpg,annotation_staging/red_rust/red-rust105__jpg.rf.24ca9e31a1352041187294c35db37ade.jpg,lesion_masks/red_rust/red-rust105__jpg.rf.24ca9e31a1352041187294c35db37ade.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1569__jpg.rf.4fed08b5f7d806630dd69beab41c3918.jpg,annotation_staging/red_rust/red-rust1569__jpg.rf.4fed08b5f7d806630dd69beab41c3918.jpg,lesion_masks/red_rust/red-rust1569__jpg.rf.4fed08b5f7d806630dd69beab41c3918.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust656__jpg.rf.754f50ab5f85f401fae04b989930c7f7.jpg,annotation_staging/red_rust/red-rust656__jpg.rf.754f50ab5f85f401fae04b989930c7f7.jpg,lesion_masks/red_rust/red-rust656__jpg.rf.754f50ab5f85f401fae04b989930c7f7.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust1368__jpg.rf.357ebc0e92ccbfdcc0c70def5e30a53e.jpg,annotation_staging/red_rust/red-rust1368__jpg.rf.357ebc0e92ccbfdcc0c70def5e30a53e.jpg,lesion_masks/red_rust/red-rust1368__jpg.rf.357ebc0e92ccbfdcc0c70def5e30a53e.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust410__jpg.rf.38405e9625073f0a91e39099353f10d9.jpg,annotation_staging/red_rust/red-rust410__jpg.rf.38405e9625073f0a91e39099353f10d9.jpg,lesion_masks/red_rust/red-rust410__jpg.rf.38405e9625073f0a91e39099353f10d9.png
red_rust,cashew_leaf_dataset_raw/red_rust/red-rust782__jpg.rf.3fae63d2357232b744190c32c82be4e5.jpg,annotation_staging/red_rust/red-rust782__jpg.rf.3fae63d2357232b744190c32c82be4e5.jpg,lesion_masks/red_rust/red-rust782__jpg.rf.3fae63d2357232b744190c32c82be4e5.png
