path,label,class,group,split,fold
cashew_leaf_dataset_raw/anthracnose/anthracnose1060__jpg.rf.22d957c8d67d44422cf70ff46a69b3d2.jpg,0,anthracnose,83ac4f66f321,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1018__jpg.rf.df5aada335895a02ed8c0d50e8b34226.jpg,0,anthracnose,1cb52797addb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1416__jpg.rf.7b62071e20d28bfd9421737b6bc99fcc.jpg,0,anthracnose,d3c810de5743,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose201__jpg.rf.f7039885f77bd828a66461e0237d9e65.jpg,0,anthracnose,19703b6065ed,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose691__jpg.rf.ddb478d221ea3083f60ead077e595243.jpg,0,anthracnose,79748b2d4f03,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose703__jpg.rf.81e88bef0d7f963d3779a166e4f53c0f.jpg,0,anthracnose,7ecfb722dcbc,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1724__jpg.rf.7d5373206b6dc2158aa6619bfcd64a40.jpg,0,anthracnose,50b7a4e2ce22,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1211__jpg.rf.75d50124d066d17aa69b63f00b0af6d0.jpg,0,anthracnose,0b6a2102b36a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose730__jpg.rf.79a3dccf10802bd4ae4fd9a6d536e03a.jpg,0,anthracnose,94762c06ff9a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose984__jpg.rf.6dcc8e192c266e9b019a9fd839113f39.jpg,0,anthracnose,aaba342886f3,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1169__jpg.rf.84d4905acd4c1dc62413ad52a268807e.jpg,0,anthracnose,a721c9ce7772,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose760__jpg.rf.954869f782cf8a1c739bd77400d66ffa.jpg,0,anthracnose,852327478787,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose159__jpg.rf.002b18386c56f8522c1dff06c36f3935.jpg,0,anthracnose,6d32143ac6aa,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose506__jpg.rf.fd8e98fc69412d519885ec819a930a4f.jpg,0,anthracnose,e190c6dece61,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose425__jpg.rf.450fc4c8aeb15aca6d28bc4c5a3019ac.jpg,0,anthracnose,f51a02d35a2c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1003__jpg.rf.905cec2c4a1c67d1c1ba2c15cd65d83d.jpg,0,anthracnose,2e60c2ed11f2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose207__jpg.rf.d9521290d048434e844069c836116cad.jpg,0,anthracnose,20a305d20b5f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose489__jpg.rf.6623d7073214b26f624993cce49b0b91.jpg,0,anthracnose,c5f64f314a90,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose80__jpg.rf.4a9bb8c355afa80cbe470d8dc8e21ab3.jpg,0,anthracnose,abad84cec11f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose390__jpg.rf.cd115c7fd7546b600460491c93663911.jpg,0,anthracnose,1f473f1cdaa5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose67__jpg.rf.83f4d73b54d93605e6374fc785da75a4.jpg,0,anthracnose,ebc1ae2fcb4c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose253__jpg.rf.321c74c90d7d6ee46b55e6299abc0869.jpg,0,anthracnose,17c98bc0dc80,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose697__jpg.rf.4ea41764f3879683ac2b5a2508668a59.jpg,0,anthracnose,7f6856aff66f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1452__jpg.rf.b996d3107bdb2f4820c69cb7b027f3d9.jpg,0,anthracnose,2bffb2864eb5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose205__jpg.rf.3fd9247aa6e994f191ecfc6006d593c5.jpg,0,anthracnose,28aaedc43cfd,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose758__jpg.rf.534be35422d683aa3ef87cffa10863ae.jpg,0,anthracnose,d0ea571cbabf,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1501__jpg.rf.3894b5011b3043d6f23d50f2f4d72ce9.jpg,0,anthracnose,3502d35e503a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1377__jpg.rf.96449fec81b1b8d5b971f3d35da84831.jpg,0,anthracnose,2c63c8fc621c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose857__jpg.rf.45ed76a566fc39bf9dfe08cd3f0ca645.jpg,0,anthracnose,4c000e223c8b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose892__jpg.rf.cc5fe33211ebed05642cfa2d683ed75f.jpg,0,anthracnose,d9882033ecd3,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1098__jpg.rf.de94816339ac5b4150b49bc6ac108229.jpg,0,anthracnose,c5c329174a8e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose565__jpg.rf.3f81dfae3caf7c421d4858435dbdc05b.jpg,0,anthracnose,10885e763ca2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose869__jpg.rf.8f6601989933a9058eb630a92f658057.jpg,0,anthracnose,88801d563a1a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose146__jpg.rf.f8cfa03c9952133130929f0ddfd8a21c.jpg,0,anthracnose,d5fe1a859b82,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose529__jpg.rf.83c42967935a6a42fa81ec364a19a4f6.jpg,0,anthracnose,e8eeeb972857,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose218__jpg.rf.20e46fa2de4e7b05eeb58b95e2859c63.jpg,0,anthracnose,9521997bb2e6,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose379__jpg.rf.b9888c387db47ffff714ecc5ad3c3a68.jpg,0,anthracnose,26e74ef695c5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose500__jpg.rf.525ab0ac195bb7e01282c048d23ba10c.jpg,0,anthracnose,7d1ee4aa456d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1462__jpg.rf.51313f42e069067e82bc4d0bf5babc8a.jpg,0,anthracnose,1a2335f51454,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1576__jpg.rf.1eb6e89a6dd058544e75dae790332551.jpg,0,anthracnose,90c2cd2b86de,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose735__jpg.rf.23a588f26f66c13c6c1e677a4272a1ca.jpg,0,anthracnose,7c4b5733289d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose463__jpg.rf.7fd72e76052f4b4688600eaa738be812.jpg,0,anthracnose,63aeb858be9c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1506__jpg.rf.8d4c440df179874b216db6d11d7eeb65.jpg,0,anthracnose,648e7a7c61cb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose105__jpg.rf.b5cf361466a11ea319afa886abd86315.jpg,0,anthracnose,b5362429b83b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose183__jpg.rf.57a8c19f7da4f599c5dc42203fde8f4e.jpg,0,anthracnose,3d4928621741,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1435__jpg.rf.ac8e1a9f2a6751b0285b53a680afcaf3.jpg,0,anthracnose,37361f1bdfb6,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose143__jpg.rf.2c56ec85fb97a58063d3843adb9f13fc.jpg,0,anthracnose,ad542390f29f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1385__jpg.rf.baa7d0254a4d1720e3c2903b7e004ea7.jpg,0,anthracnose,28bfc98e6ca8,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1256__jpg.rf.b906500b3e5da7a05718b8d6732afe87.jpg,0,anthracnose,01cfdac0979d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1643__jpg.rf.6ddb40d21dee0aeebee7f3a4919610dd.jpg,0,anthracnose,759a934a5d0c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose642__jpg.rf.7b0c3bbfbec6b471b3edf7959f88f735.jpg,0,anthracnose,25f3fe37a1e1,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1170__jpg.rf.724a8d18d19069c694a27357e8b8d471.jpg,0,anthracnose,844984a9feeb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose679__jpg.rf.7be3add7bb7c8848b2a7e8cbd2833566.jpg,0,anthracnose,5f735347b5df,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose669__jpg.rf.4b0400f2b4047c4d41b33b0586b0c7b7.jpg,0,anthracnose,6c7bf9c2a67d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose598__jpg.rf.5bb0b3250a677572815a876f852303ed.jpg,0,anthracnose,d373d1360ef9,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose432__jpg.rf.8134423c0ee5e2f3130537be8e309ede.jpg,0,anthracnose,66cd86b12b6b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose761__jpg.rf.4476b670da4a59de721b57a40950bb78.jpg,0,anthracnose,f9dec1af2971,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose514__jpg.rf.6073f068310c0bb51af08d806b424a78.jpg,0,anthracnose,33757ebaf535,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose725__jpg.rf.66d20abfdd9c7138d97241365131d55f.jpg,0,anthracnose,81065728cd2b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose267__jpg.rf.1e72dd026d9373c232465e8249cc7dbb.jpg,0,anthracnose,17c98bc0dc80,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1642__jpg.rf.c5d4b69f2d81f185f903e16b73c7fb0b.jpg,0,anthracnose,c7dd47f17907,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1272__jpg.rf.6ffe2485237aae288096bc3f79801dd2.jpg,0,anthracnose,9fe6c01d7e3f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1150__jpg.rf.88f67de573b586f0fc78641a8fce053d.jpg,0,anthracnose,28cd7f0b419d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose399__jpg.rf.ff01e29006b04583ee80f42e3a93126d.jpg,0,anthracnose,6d6558c49abe,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1510__jpg.rf.ebea6ec9cc8de13dc369653740f8fffa.jpg,0,anthracnose,95d4db06dc68,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose374__jpg.rf.3871d93d2cd587f5f6ae15428857f73d.jpg,0,anthracnose,43da5b727a0d,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1678__jpg.rf.f7620c70d89f56e842f3b1a8c05a2942.jpg,0,anthracnose,aa7006649301,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose53__jpg.rf.74e4361305aefefcb75e86bf018704fe.jpg,0,anthracnose,7d0b7e663410,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1692__jpg.rf.d8fbe95f1d02626a8b5a7bb14a2e45c5.jpg,0,anthracnose,a20dd649bf40,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose436__jpg.rf.19c45e69f3567e14c0f2d5f76600251b.jpg,0,anthracnose,dff6b6c3a74a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1471__jpg.rf.6c5382e36ccd9ac55b9b37d57e3c5822.jpg,0,anthracnose,d30ab01dc2bc,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose647__jpg.rf.0671894583191605cdd1ff437245a36a.jpg,0,anthracnose,85a4b8f98909,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1503__jpg.rf.3a15d3cb94d265b91e9ef0306e7125e5.jpg,0,anthracnose,8b075b72f318,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1253__jpg.rf.c2e07ed94dfca4d92a85c9deb71849e5.jpg,0,anthracnose,8d8aefc99499,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1132__jpg.rf.cbcda319534c0a56ef502e90f9d9ba9f.jpg,0,anthracnose,b28502df6fed,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1249__jpg.rf.e7339bbaa8a9d366f0945baf89577670.jpg,0,anthracnose,cd75fe8697be,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose636__jpg.rf.0565a79e8b6569036c4e328c57dd8ec4.jpg,0,anthracnose,7ba2654030ba,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose220__jpg.rf.b94c36cb5a5c5fb7e3d147a746c8a4ed.jpg,0,anthracnose,10885e763ca2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose303__jpg.rf.19cf7196c4db40bd21f25adc29d4cf90.jpg,0,anthracnose,ab68e01dd893,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1172__jpg.rf.e8016c850b6f9a7b3a552fff71cbc20e.jpg,0,anthracnose,badfe761f75e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose220__jpg.rf.708c353d8b16625c95ed4a89076e13cb.jpg,0,anthracnose,10885e763ca2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose796__jpg.rf.ff0995fc04fc0ec6196982c3fe247278.jpg,0,anthracnose,2e9c2ba7a827,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose538__jpg.rf.2aaff2cc7ef2199d65d05421d414e6f2.jpg,0,anthracnose,baf547bf8b5b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1427__jpg.rf.816ea12422922d60f9a045466d7b5588.jpg,0,anthracnose,391635aba96b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose371__jpg.rf.2e3510f76e3eda7cf8cc1412a8d9fa74.jpg,0,anthracnose,1d1258b8ed01,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose187__jpg.rf.cfd267287253b6aa0948f1f1c3361bff.jpg,0,anthracnose,5203fe2d22cb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose790__jpg.rf.861b30270380372cfc236a812d5d6e02.jpg,0,anthracnose,852a48df409b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose460__jpg.rf.0bd4ce970ce1ae6fa5adb05cdb46be79.jpg,0,anthracnose,d347505f576e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose855__jpg.rf.ae7666ac667b5aec89f9816354c88d36.jpg,0,anthracnose,0ab04b82a6de,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1572__jpg.rf.30d0757299cac8976cc20b5b0c02b339.jpg,0,anthracnose,b873bb531120,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose697__jpg.rf.d0d81cdb1bfebf7ac7ee8952b6b02ce6.jpg,0,anthracnose,7f6856aff66f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose772__jpg.rf.8e25f9036e5499c6a8baf7363c3890a8.jpg,0,anthracnose,34d08efbf293,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose189__jpg.rf.326bb5a76b78816dca3dcae6fc23b385.jpg,0,anthracnose,73ccff8c144a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1123__jpg.rf.9eb0d1e608f668ddae7e1160c80a528c.jpg,0,anthracnose,161243f52949,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1294__jpg.rf.be4b0d95f401f808af0c0ce7962265ae.jpg,0,anthracnose,e7670ebf8e3c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1623__jpg.rf.698c84bdc2be2cbd8fcab0d88e5e1343.jpg,0,anthracnose,a610d4aa91f8,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose317__jpg.rf.f8b7c185300e1b3c2a3c7455d2caa58b.jpg,0,anthracnose,10885e763ca2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1002__jpg.rf.553d133a3bad4f878e6e127fe173bdcc.jpg,0,anthracnose,8ad70b1cdeea,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose964__jpg.rf.f59fad644e0e1520b999d6618e78569d.jpg,0,anthracnose,f26d824f01d4,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1329__jpg.rf.63b7afa76d791ab4e78ec8eb4918d840.jpg,0,anthracnose,40ff242a86df,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose372__jpg.rf.612a56e0b0e0cc8214b6582348d303f3.jpg,0,anthracnose,a36e385aa1f7,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose951__jpg.rf.42a8655d64deb119db1b25443c265eb1.jpg,0,anthracnose,7478f80d63c6,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose718__jpg.rf.47726bea0db26462565c9b5efb3c38c3.jpg,0,anthracnose,981f2774a9c4,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose311__jpg.rf.40d504124859ac5cb28071d78cec4d0a.jpg,0,anthracnose,babfc1461494,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1087__jpg.rf.262944f1cc2c43078cfafd9fab2f569e.jpg,0,anthracnose,c3083dcad43c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose347__jpg.rf.ba4e5d18a91653aad4c423563f0f2498.jpg,0,anthracnose,a0c9f876a792,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1058__jpg.rf.5650fb24a1835dd730214b6b8e43058a.jpg,0,anthracnose,9b59e990a436,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose443__jpg.rf.fe8a5f23ab95d48d53ef425c1c32363b.jpg,0,anthracnose,869ec559fbcc,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1004__jpg.rf.27a544f0dcba124f792e2b287625ec68.jpg,0,anthracnose,4508f937c32c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose503__jpg.rf.f6fea8563f07af0fe3a788d06c7a9b1a.jpg,0,anthracnose,d6369d126302,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1248__jpg.rf.790218d86951ff9214306fb636ea2a7b.jpg,0,anthracnose,55277107abdb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose193__jpg.rf.bb60d1908b8d9de1b1c89196b81008a6.jpg,0,anthracnose,a7c7545917f0,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose394__jpg.rf.fe22e1043882ceda8229461b08c04577.jpg,0,anthracnose,273516967d91,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose266__jpg.rf.eb2855ce12ad5b6fa7377bf6ad97562c.jpg,0,anthracnose,7a70510ac0d8,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1601__jpg.rf.bc0ac7988c4915d9a7d0362c0bac2dee.jpg,0,anthracnose,a6542f97493a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose163__jpg.rf.9cb0ea30726c434e092761104f2e13a4.jpg,0,anthracnose,8a64dcd17eb6,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1413__jpg.rf.0eb9b6115aae7cdfccbee4e5f7b17e01.jpg,0,anthracnose,69908bd5ecd2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1010__jpg.rf.5fede18ba23d74a8bb617b20107391eb.jpg,0,anthracnose,8b4e556ab3a3,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1695__jpg.rf.7df6bae350898279dc61bbd5b6bded59.jpg,0,anthracnose,eda0a6a66f5e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1160__jpg.rf.009b47373c4701732c8c8c9488b3eacd.jpg,0,anthracnose,6407c489ca39,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose203__jpg.rf.68a2342f0b84e6a991d74ea631117d5d.jpg,0,anthracnose,cb3cd7fcaef2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose992__jpg.rf.7d6edbe2872b14fc5d024202ac5fa468.jpg,0,anthracnose,10885e763ca2,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose49__jpg.rf.348bcfb9dfd64763f934b672f9b86fd4.jpg,0,anthracnose,a2adb2876770,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose408__jpg.rf.572995841a8e4233ca457ca169fc357b.jpg,0,anthracnose,c88c96d098f0,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose966__jpg.rf.ba9f4b6828604817dc9e1e9937b251b4.jpg,0,anthracnose,7579a51a024f,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1631__jpg.rf.cb41b7a59fab87af2e7120c6ddf03080.jpg,0,anthracnose,8387dc117deb,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose46__jpg.rf.b77c8a50567fae0255753c05e5335cf6.jpg,0,anthracnose,ae1323ee045c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose212__jpg.rf.532c35f5b335e291512d2988aba22596.jpg,0,anthracnose,c25eb533a90a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1634__jpg.rf.1b3ee3189eb21bf28868f83245c8667c.jpg,0,anthracnose,f2d287ddf056,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1154__jpg.rf.f981b85245fe5d52f88a68785cfec0c7.jpg,0,anthracnose,7504e2d36b6e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose286__jpg.rf.b984c5fc3a722b742604cd41125fa18f.jpg,0,anthracnose,830802ab2835,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose627__jpg.rf.19dc441fb42946940a99e6cf1a2b4e20.jpg,0,anthracnose,630fdf0a2791,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1000__jpg.rf.4034470b6f92dc5919712ba0f7b2cd11.jpg,0,anthracnose,fd07d9d00cba,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose166__jpg.rf.f4b1644fc74bd0c14da66747c5f776f8.jpg,0,anthracnose,388bd62a01f5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose128__jpg.rf.daa4a28bb2da6d6e3a7aa7b90ecc18cf.jpg,0,anthracnose,3b00d1c62196,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose709__jpg.rf.fe3c2a1479dbe91aab2b15723d1498d7.jpg,0,anthracnose,8c2e1a8c8432,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose468__jpg.rf.7cd1b2737d81830e9bcf8d34444340e0.jpg,0,anthracnose,269836385354,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose593__jpg.rf.551b15d1b6d9e9ae91fb5a09f7cbd6ae.jpg,0,anthracnose,29986b2738f5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1324__jpg.rf.e81dae9e97076a4fe05150a90fefba96.jpg,0,anthracnose,7b0f8d45c7a6,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1401__jpg.rf.e2420cb278b1e656a8b096c2aa5e39f6.jpg,0,anthracnose,b385e5eedcd5,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1507__jpg.rf.a6592da3727f43a0f5264857c8cf5380.jpg,0,anthracnose,3871b556d8fd,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose111__jpg.rf.b6fdc8f7f8f8b93f39b8993b38abb864.jpg,0,anthracnose,540f3be9ad15,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose83__jpg.rf.b637412eed825e4d58634cffd157d26e.jpg,0,anthracnose,5ad6138454b8,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1359__jpg.rf.8c7dfa3f909b9b462c142ff81c0ce5e2.jpg,0,anthracnose,53686271ac1c,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1408__jpg.rf.eaae3c902ec3c6205abd9180636b2264.jpg,0,anthracnose,fe4bbfdf9c27,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose223__jpg.rf.9073d6ec543fce2bc264e2ba07ffc3b5.jpg,0,anthracnose,b98e9fa9e623,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose565__jpg.rf.36ec6681071855e2cc131685ad8b8abf.jpg,0,anthracnose,67953c4f5566,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose690__jpg.rf.3021b103c78718c42fb128f0878e8e14.jpg,0,anthracnose,b025682bfe1b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose665__jpg.rf.18f8317d0acc5a47abc465fa8fc7b785.jpg,0,anthracnose,fba07314b83e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1054__jpg.rf.2baea703df4cdf8633f1458c9ca0f7d2.jpg,0,anthracnose,e7df917ded7e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose559__jpg.rf.386402dfb9a824e8901ea0c3d6cdf2ca.jpg,0,anthracnose,6a9dd13e1fd0,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose386__jpg.rf.82f8cf6834f8aac8b47142a45896c091.jpg,0,anthracnose,17c98bc0dc80,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose177__jpg.rf.e9a2b2938765e7476cc11cc30f5b5c49.jpg,0,anthracnose,823ed4c3909b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose869__jpg.rf.6dd4ca0ede773545da57b2533a99da62.jpg,0,anthracnose,b20d97c9e5dc,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1459__jpg.rf.bc69155561cbcf39e16a90fa9d841d21.jpg,0,anthracnose,60b9b98626e8,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1681__jpg.rf.0fefdef7c66ceed1a13689fe9e84cb6a.jpg,0,anthracnose,0fed2bdd9814,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose256__jpg.rf.b7c2d9fe97e69ef715c38861c00a7520.jpg,0,anthracnose,f6ef8a446cc7,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose179__jpg.rf.1e73b0e0bc8a84e14a986dd92929775f.jpg,0,anthracnose,0ad9de673c31,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose90__jpg.rf.46cd94522ee15636d04c1c052740436a.jpg,0,anthracnose,f722150d6a6e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose538__jpg.rf.b17bc0ec5be0a2c659e596ebe0032622.jpg,0,anthracnose,baf547bf8b5b,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose844__jpg.rf.cb9b273a831ff6f30ddac41eade88fa4.jpg,0,anthracnose,97f41b053801,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose219__jpg.rf.354adcc6b729516b65a95d1656b9bb00.jpg,0,anthracnose,0f3bd74c5f29,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1649__jpg.rf.320124ef4259321637e3170dcbe40fce.jpg,0,anthracnose,a5551a2baa4e,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose272__jpg.rf.83e43000ddd7a79fc2ce64e1f8975d01.jpg,0,anthracnose,5dce3fb68aec,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1682__jpg.rf.58b99d775b4761b8469f154e390b5741.jpg,0,anthracnose,715b86d433b9,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1552__jpg.rf.2ebdc29abdc5dd6d02f9cc852bed8702.jpg,0,anthracnose,723a8dbdd921,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose1626__jpg.rf.cc8ca6a1201c207a0a5e45e0465701a7.jpg,0,anthracnose,6f0b8aa7c417,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose232__jpg.rf.3430d0c45d10e41e46cd41506598b0aa.jpg,0,anthracnose,f8f47b99087a,val,0
cashew_leaf_dataset_raw/anthracnose/anthracnose233__jpg.rf.818e46eb3894c82f064884f1e8c18015.jpg,0,anthracnose,262748180891,val,0
